ISSN, OBJECT ID, SIRSI DATE, SFX DATE
1878-5077, 1000000000814707, [2010-], [2010-]
1879-4238, 1000000000814708, [v.1(2011)-], [2011-]
1878-5158, 1000000000814709, [v.1(2010)-], [2010-]
1877-2641, 1000000000814710, [v.1(2010)-], [2010-]
1867-4828, 1000000000814711, [Record not found in Sirsi], [1997-]
1868-6958, 1000000000814712, [v.1(2010)-], [2010-]
1868-7075, 1000000000814714, [v.1(2010)-], [2010-]
1868-3967, 1000000000814715, [v.1(2010)-], [2010-]
1868-6478, 1000000000814716, [v.1(2010)-], [2010-]
1869-2672, 1000000000814717, [v.1(2010)-], [2010-]
1868-8071, 1000000000814719, [v.1(2010)-], [2010-]
1868-5137, 1000000000814720, [v.1(2010)-], [2010-]
1868-310X, 1000000000814721, [v.1(2010)-], [2010-]
1869-3474, 1000000000814722, [2010-], [2010-]
1674-800X, 1000000000814723, [2010-], [2010-]
1674-7291, 1000000000814724, [2010-], [2010-]
1869-408X, 1000000000814726, [Record not found in Sirsi], [2010-]
1868-2529, 1000000000814727, [2010-], [2010-]
1869-1978, 1000000000814728, [2010-], [2010-]
2075-1087, 1000000000814729, [v.1(2010)-], [2010-]
1868-8497, 1000000000814730, [2010-], [2010-]
2075-1133, 1000000000814731, [v.1(2010)-], [2010-]
1868-8659, 1000000000814732, [2010-], [2010-]
0975-6809, 1000000000814735, [v.1(2010)-], [2010-]
1662-9981, 1000000000814738, [v.1(2010)-], [2010-]
0972-172X, 1000000000814739, [Record not found in Sirsi], [2010-]
1868-7865, 1000000000814740, [2010-], [2010-]
1869-1951, 1000000000814741, [2010-], [2010-]
1868-8527, 1000000000814742, [2010-], [2010-]
2075-1117, 1000000000814746, [v.1(2010)-], [2010-]
1868-4483, 1000000000814748, [2010-], [2010-]
2153-0785, 1000000000820977, [2011-], [2011-]
1615-679X, 2320000000009203, [1997-2006], [1997-2006]
2093-5552, 2320000000020345, [2012-], [2012-]
1738-2696, 2480000000004079, [], [2012-]
1869-1439, 2490000000000386, [v.20(2010)-], [1997-]
0975-7651, 2510000000000002, [v.1(2010)-], [2010-]
2083-1331, 2550000000042371, [2004-], [2004-]
1868-856X, 2560000000009161, [2010-], [2010-]
2161-3303, 2560000000074558, [2012-], [2012-]
2161-3311, 2560000000074559, [2012-], [2012-]
2161-332X, 2560000000074560, [2012-], [2012-]
2162-4933, 2560000000076385, [2012-], [2012-]
2162-4941, 2560000000076386, [2012-], [2012-]
2162-4968, 2560000000076387, [2012-], [2012-]
1869-5582, 2580000000006156, [Record not found in Sirsi], [2011-]
2190-1678, 2580000000006157, [2010-], [2010-]
1869-5744, 2580000000006158, [Record not found in Sirsi], [2010-]
1664-2368, 2580000000006161, [v.1(2011)-], [2011-]
1868-5153, 2580000000006163, [v.1(2011)-], [2011-]
1869-5450, 2580000000006164, [v.1(2011)-], [2011-]
1869-6716, 2580000000006165, [2011-], [2011-]
1879-4912, 2580000000006166, [v.1(2011)-], [2011-]
1896-1533, 2580000000006167, [v.1(2011)-], [2011-]
1896-1541, 2580000000006168, [v.1(2011)-], [2011-]
2076-0310, 2580000000006169, [2011-], [2011-]
2079-0570, 2580000000006170, [2011-], [2011-]
2079-0597, 2580000000006171, [v.1(2011)-], [2011-]
2079-0961, 2580000000006172, [2011-], [2011-]
2079-9705, 2580000000006173, [v.1(2011)-], [2011-]
2079-9780, 2580000000006174, [v.1(2011)-], [2011-]
2108-6524, 2580000000006175, [v.1(2011)-], [2011-]
2190-5452, 2580000000006176, [v.1(2011)-], [2011-]
2190-6483, 2580000000006177, [2011-], [2011-]
2190-6815, 2580000000006178, [v.1(2011)-], [2011-]
2190-7188, 2580000000006179, [2011-], [2011-]
1664-2376, 2580000000006180, [], [2011-]
2005-9752, 2580000000006181, [v.1(2009)-], [2009-]
2190-5444, 2580000000006182, [], [2011-]
1863-2637, 2580000000006183, [Record not found in Sirsi], [2010-]
2190-9733, 2580000000006184, [v.1(2011)-], [2011-]
2079-0864, 2580000000015106, [2011-], [2011-]
2190-8508, 2580000000015107, [v.1(2011)-], [2011-]
0897-1986, 2610000000000064, [v.1(1988)-v.3(1990/1991)], []
1674-6767, 2660000000009177, [2013-], [2013-]
1866-2250, 2660000000009308, [Record not found in Sirsi], [2012-]
1970-6839, 2660000000009401, [2011-], [2011-]
1674-7984, 2670000000003376, [v.5(2010)-], [2010-]
2037-4631, 2670000000010108, [2008-], [2008-]
2081-3856, 2670000000016915, [2010-], [2010-]
2038-0305, 2670000000029868, [Record not found in Sirsi], [2010-]
2190-2100, 2670000000029871, [2010-], [2010-]
2210-7703, 2670000000033993, [], [2011-]
2210-5433, 2670000000033996, [2011-], [2011-]
0976-836X, 2670000000038150, [2008-], [2008-]
2038-131X, 2670000000038151, [], [2010-]
2093-0720, 2670000000042215, [], [2009-]
2095-0195, 2670000000065701, [Record not found in Sirsi], [2011-]
2095-0179, 2670000000071913, [Record not found in Sirsi], [2011-]
2093-9868, 2670000000074850, [2011-], [2011-]
2095-025X, 2670000000074851, [Record not found in Sirsi], [2011-]
2095-0217, 2670000000074852, [Record not found in Sirsi], [2011-]
2211-3428, 2670000000074853, [v.34(2011)-], [2011-]
2211-3452, 2670000000074855, [2011-], [2011-]
2095-0462, 2670000000076564, [Record not found in Sirsi], [2011-]
1869-814X, 2670000000096401, [v.1(2011)-], [2011-]
2210-6723, 2670000000130796, [2012-], [2012-]
2193-6218, 2670000000132092, [Record not found in Sirsi], [2011-]
2191-3412, 2670000000140047, [], [2012-]
2193-7192, 2670000000140048, [2004-], [2004-]
2249-720X, 2670000000151731, [Record not found in Sirsi], [2012-]
2095-2732, 2670000000151732, [Record not found in Sirsi], [2012-]
2095-2201, 2670000000151733, [Record not found in Sirsi], [2012-]
2095-2759, 2670000000151734, [Record not found in Sirsi], [2008-]
2250-0545, 2670000000156019, [Record not found in Sirsi], [2012-]
, 2670000000157727, [v.1(2012)-], [2012-]
2095-2228, 2670000000163089, [Record not found in Sirsi], [Not found in summary holdings file]
2095-2430, 2670000000163090, [], [2007-2012, 2012-]
, 2670000000181077, [Record not found in Sirsi], [2012-]
2250-2149, 2670000000193755, [Record not found in Sirsi], [2012-]
2250-2106, 2670000000193756, [Record not found in Sirsi], [2012-]
2250-2122, 2670000000193757, [Record not found in Sirsi], [2012-]
2095-2899, 2670000000212499, [2012-], [2012-]
2238-3603, 2670000000212713, [], [2003-]
2194-7228, 2670000000320424, [Record not found in Sirsi], [2013-]
2277-9078, 2670000000320438, [2013-], [2013-]
2193-4126, 2670000000335236, [Record not found in Sirsi], [2012-]
2194-6418, 2670000000335239, [Record not found in Sirsi], [2013-]
2213-5812, 2670000000335240, [Record not found in Sirsi], [2013-]
2195-3880, 2670000000345294, [Record not found in Sirsi], [2013-]
2250-2483, 2670000000345297, [Record not found in Sirsi], [2012-]
2305-221X, 2670000000345298, [1999-2005, 2013-], [1999-2005, 2013-]
2190-393X, 2940000000001304, [2011-], [2011-]
1664-2201, 2940000000001596, [Record not found in Sirsi], [2011-]
1536-0059, 3130000000000173, [2002-], [2002-]
1868-260X, 3130000000000241, [], [2011-]
0976-8386, 3130000000000242, [2008-], [2008-]
1946-4789, 3220000000000201, [v.1(1998)- v: 23(2010)], [1998-  Most recent 1 year(s) not available]
0974-8091, 3390000000028894, [], [2011-]
2192-4376, 3390000000028895, [v.1(2012)-], [2012-]
, 3390000000028896, [], [2012-]
2192-6611, 3390000000028897, [v.1(2012)-], [2012-]
2192-6662, 3390000000028898, [v.1(2012)-], [2012-]
2192-9262, 3390000000028899, [Record not found in Sirsi], [2012-]
, 3390000000028900, [], [2012-]
2095-1701, 3400000000000213, [], [2007-]
2190-6890, 3400000000000217, [v.1(2011)-], [2011-]
2191-1630, 3400000000000218, [2011-], [2011-]
2191-2203, 3400000000000219, [], [2011-]
2191-4761, 3400000000000220, [Record not found in Sirsi], [2011-]
2211-1662, 3400000000000221, [Record not found in Sirsi], [1997-]
2192-6352, 3400000000029608, [v.1(2012)-], [2012-]
, 3400000000029609, [v.1(2012)-], [2012-]
2192-4406, 3400000000125688, [Record not found in Sirsi], [2013-]
, 3400000000125700, [Record not found in Sirsi], [2011-]
1827-8590, 3420000000000042, [], [2010-]
2192-5917, 3440000000000083, [1924], [1924-1924]
2192-5925, 3440000000000084, [1925-1934], [1925-1934]
2194-5403, 3460000000118970, [Record not found in Sirsi], [2013-]
2194-7953, 3460000000118971, [Record not found in Sirsi], [2013-]
0923-0750, 3580000000000170, [Record not found in Sirsi], [1997-]
